STATION,NAME,MONTH,DAY,YEAR,PRCP,TAVG,TSUN
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",11,14,1998,5.6,15,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",11,15,1998,7.9,15,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",11,16,1998,9.4,15.6,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",11,17,1998,0,17.8,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",11,18,1998,0,15,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",11,19,1998,0,15,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",11,20,1998,0,18.9,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",11,21,1998,0,12.8,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",11,22,1998,0,10.6,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",11,23,1998,0,13.9,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",11,24,1998,0,20.6,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",11,25,1998,0.8,16.1,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",11,26,1998,1.5,15,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",11,27,1998,0,13.3,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",11,28,1998,0,14.4,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",11,29,1998,0,15,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",11,30,1998,0,17.2,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",12,1,1998,0,18.3,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",12,2,1998,0,16.7,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",12,3,1998,0,16.7,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",12,4,1998,0,16.7,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",12,5,1998,0,18.3,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",12,6,1998,0,19.4,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",12,7,1998,0,19.4,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",12,8,1998,0.3,22.2,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",12,9,1998,0.3,15.6,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",12,10,1998,0,10,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",12,11,1998,0,10.6,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",12,12,1998,0,11.1,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",12,13,1998,5.3,8.3,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",12,14,1998,0,10,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",12,15,1998,33.3,3.9,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",12,16,1998,4.6,11.7,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",12,17,1998,0,7.8,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",12,18,1998,0,5,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",12,19,1998,0,13.9,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",12,20,1998,0,15,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",12,21,1998,0,18.9,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",12,22,1998,2.8,16.7,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",12,23,1998,0.5,5,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",12,24,1998,14.7,2.8,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",12,25,1998,6.4,1.7,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",12,26,1998,2,2.8,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",12,27,1998,0,3.9,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",12,28,1998,0,8.3,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",12,29,1998,0,8.9,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",12,30,1998,0,5,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",12,31,1998,0,7.2,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",1,1,1999,0,5,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",1,2,1999,9.9,5,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",1,3,1999,11.2,5.6,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",1,4,1999,0,0,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",1,5,1999,0,-2.8,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",1,6,1999,0,1.1,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",1,7,1999,0,8.3,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",1,8,1999,0.3,8.9,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",1,9,1999,0,11.7,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",1,10,1999,0,3.3,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",1,11,1999,0,5,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",1,12,1999,0,9.4,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",1,13,1999,0,12.2,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",1,14,1999,14.7,15.6,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",1,15,1999,7.6,11.7,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",1,16,1999,0,8.9,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",1,17,1999,15.2,9.4,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",1,18,1999,0,17.8,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",1,19,1999,0,11.7,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",1,20,1999,0,12.8,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",1,21,1999,0,16.7,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",1,22,1999,0,17.8,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",1,23,1999,43.4,20,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",1,24,1999,14.2,14.4,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",1,25,1999,0,13.3,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",1,26,1999,0,11.7,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",1,27,1999,0,13.9,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",1,28,1999,0,17.8,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",1,29,1999,0,16.7,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",1,30,1999,1,12.2,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",1,31,1999,0,7.8,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",2,1,1999,35.1,6.1,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",2,2,1999,0.3,10.6,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",2,3,1999,0,13.3,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",2,4,1999,3,15.6,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",2,5,1999,0,11.1,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",2,6,1999,0,12.2,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",2,7,1999,0,17.8,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",2,8,1999,0,16.7,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",2,9,1999,0,15.6,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",2,10,1999,0,17.2,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",2,11,1999,0,17.8,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",2,12,1999,6.1,15.6,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",2,13,1999,0,5,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",2,14,1999,0,2.8,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",2,15,1999,0,8.3,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",2,16,1999,0,10.6,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",2,17,1999,0.5,15,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",2,18,1999,3,15,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",2,19,1999,14,7.8,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",2,20,1999,0,7.8,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",2,21,1999,2,5.6,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",2,22,1999,0,2.2,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",2,23,1999,0,2.2,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",2,24,1999,1,2.8,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",2,25,1999,0,7.2,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",2,26,1999,0,7.8,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",2,27,1999,0,13.3,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",2,28,1999,0.5,16.1,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",3,1,1999,0,12.2,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",3,2,1999,0,12.2,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",3,3,1999,,,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",3,4,1999,0,,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",3,5,1999,0,7.2,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",3,6,1999,0,13.9,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",3,7,1999,0,8.9,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",3,8,1999,0,5,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",3,9,1999,6.9,4.4,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",3,10,1999,0,7.8,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",3,11,1999,0,6.7,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",3,12,1999,0,7.8,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",3,13,1999,0,7.2,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",3,14,1999,27.2,12.2,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",3,15,1999,0,7.8,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",3,16,1999,0,9.4,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",3,17,1999,0,15,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",3,18,1999,0,17.2,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",3,19,1999,0,15,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",3,20,1999,0,15.6,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",3,21,1999,11.7,15.6,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",3,22,1999,0,12.2,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",3,23,1999,0,13.9,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",3,24,1999,0,18.3,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",3,25,1999,12.4,15.6,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",3,26,1999,4.8,8.9,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",3,27,1999,0,10,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",3,28,1999,0,11.7,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",3,29,1999,0,13.9,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",3,30,1999,0,15,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",3,31,1999,1.5,16.1,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",4,1,1999,10.7,20.6,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",4,2,1999,0,21.1,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",4,3,1999,0,21.1,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",4,4,1999,0,23.9,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",4,5,1999,0,22.2,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",4,6,1999,0,16.1,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",4,7,1999,0,22.8,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",4,8,1999,1.3,24.4,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",4,9,1999,0,23.3,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",4,10,1999,0,23.9,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",4,11,1999,0,25,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",4,12,1999,0,20.6,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",4,13,1999,0,14.4,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",4,14,1999,0,15,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",4,15,1999,16,20,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",4,16,1999,0,16.7,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",4,17,1999,0,13.9,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",4,18,1999,0,11.7,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",4,19,1999,0,13.3,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",4,20,1999,0,18.3,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",4,21,1999,0,20.6,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",4,22,1999,0,23.3,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",4,23,1999,0,23.3,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",4,24,1999,0,22.2,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",4,25,1999,0,18.9,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",4,26,1999,0,20,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",4,27,1999,21.1,22.8,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",4,28,1999,5.8,14.4,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",4,29,1999,13.2,10,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",4,30,1999,48.3,8.9,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",5,1,1999,4.1,12.8,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",5,2,1999,0,17.2,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",5,3,1999,0,16.7,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",5,4,1999,0,19.4,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",5,5,1999,3.3,20,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",5,6,1999,,,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",5,7,1999,0,,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",5,8,1999,0,22.2,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",5,9,1999,0,20.6,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",5,10,1999,0,22.2,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",5,11,1999,0,22.2,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",5,12,1999,0,20.6,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",5,13,1999,14,21.7,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",5,14,1999,0.3,20,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",5,15,1999,0,18.3,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",5,16,1999,0,20.6,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",5,17,1999,0,21.1,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",5,18,1999,0,22.2,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",5,19,1999,0.3,22.2,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",5,20,1999,0,21.7,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",5,21,1999,0,21.1,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",5,22,1999,6.1,22.2,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",5,23,1999,1.8,24.4,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",5,24,1999,0.3,25.6,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",5,25,1999,0,22.8,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",5,26,1999,0,23.9,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",5,27,1999,0,23.3,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",5,28,1999,0,21.7,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",5,29,1999,0,22.8,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",5,30,1999,0,22.8,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",5,31,1999,0,22.8,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",6,1,1999,0,23.3,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",6,2,1999,0,25,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",6,3,1999,2.3,27.2,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",6,4,1999,0,27.2,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",6,5,1999,0,26.1,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",6,6,1999,0,25.6,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",6,7,1999,0,26.7,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",6,8,1999,0,27.8,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",6,9,1999,0,28.3,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",6,10,1999,0,27.8,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",6,11,1999,0,26.7,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",6,12,1999,0,25.6,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",6,13,1999,0,24.4,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",6,14,1999,3,26.7,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",6,15,1999,1.5,25.6,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",6,16,1999,23.1,25,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",6,17,1999,2.3,24.4,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",6,18,1999,0,23.9,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",6,19,1999,0.5,21.7,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",6,20,1999,0.8,19.4,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",6,21,1999,0,21.1,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",6,22,1999,0,21.7,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",6,23,1999,0,22.8,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",6,24,1999,0,23.9,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",6,25,1999,70.1,25.6,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",6,26,1999,13.7,26.7,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",6,27,1999,11.2,25,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",6,28,1999,0,27.2,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",6,29,1999,4.1,26.7,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",6,30,1999,0,26.1,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",7,1,1999,0,26.7,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",7,2,1999,0,26.7,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",7,3,1999,0,27.2,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",7,4,1999,0,27.8,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",7,5,1999,5.1,29.4,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",7,6,1999,1.5,27.8,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",7,7,1999,0,26.7,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",7,8,1999,2.3,27.8,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",7,9,1999,0,28.9,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",7,10,1999,0,28.3,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",7,11,1999,9.4,25,
USW00053867,"COLUMBIA OWENS DOWNTOWN AIRPORT, SC US",7,12,1999,0,20.6,
